finess;numero_finess_ej;raison_sociale;raison_sociale_longue;complement_raison_sociale;complement_distribution;numero_voie;type_voie;libelle_voie;complement_voie;lieu_dit_bp;commune;code_commune;departement;libelle_departement;ligne_acheminement;telephone;telecopie;categorie_etablissement;libelle_categorie_etablissement;categorie_agregat_etablissement;libelle_categorie_agregat_etablissement;numero_siret;code_ape;code_mft;libelle_mft;code_sph;libelle_sph;date_ouverture;date_autorisation;date_mise_a_jour_structure;numero_education_nationale;coordxet;coordyet;sourcecoordet;date_mise_a_jour_coordonnees;nom_officiel_commune;code_officiel_region;nom_officiel_region;code_officiel_epci;nom_officiel_epci;adresse;coord
940006729;940016819;CMP CATTP DE VINCENNES;CMP CATTP DE VINCENNES;;;7;R;MONMORY;;;080;94080;94;VAL DE MARNE;94300 VINCENNES;0143741227;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;20002709200572;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;2005-01-01;2024-05-16;;658295.4;6861185.8;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Vincennes;11;Île-de-France;200054781;Métropole du Grand Paris;7 R MONMORY;48.849364325006476, 2.4316881230786045
940006000;940005994;PHARMACIE TRAN;PHARMACIE TRAN;;;28;BD;LEON REVILLON;;;004;94004;94;VAL DE MARNE;94470 BOISSY ST LEGER;0145954246;0145959209;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;49391816300012;;01;Etablissement Tarif Libre;;;2007-01-08;1991-12-05;2023-03-16;;664117.9;6849641.7;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Boissy-Saint-Léger;11;Île-de-France;200054781;Métropole du Grand Paris;28 BD LEON REVILLON;48.74589294306193, 2.512001799962634
940005366;940005341;PHARMACIE DE LA GARE;PHARMACIE DE LA GARE;;;2;R;Joffrin;;;002;94002;94;VAL DE MARNE;94140 ALFORTVILLE;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;88017593000010;;01;Etablissement Tarif Libre;;;2022-04-11;2021-05-18;2024-03-16;;657859.0;6855859.4;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Alfortville;11;Île-de-France;200054781;Métropole du Grand Paris;2 R Joffrin;48.801434430061086, 2.4262688456896746
940013139;940024854;CDS DENTAIRE VICTOR HUGO;CDS DENTAIRE VICTOR HUGO;;;53;R;VICTOR HUGO;;;002;94002;94;VAL DE MARNE;94140 ALFORTVILLE;0961309726;;124;Centre de Santé;2206;Centres de Santé;;8623Z;36;Tarifs conventionnels assurance maladie;;;2009-05-06;2009-04-30;2019-01-14;;657469.3;6856184.9;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Alfortville;11;Île-de-France;200054781;Métropole du Grand Paris;53 R VICTOR HUGO;48.80433619805557, 2.420930943182266
940002603;940000953;RESIDENCE SOCIALE VALENTON;;;;29;AV;SALVADOR ALLENDE;;;074;94074;94;VAL DE MARNE;94460 VALENTON;0143891459;0143891459;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;77566144000575;5590Z;01;Etablissement Tarif Libre;;;1970-01-01;1970-01-01;2013-03-07;;660560.1;6850116.1;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Valenton;11;Île-de-France;200054781;Métropole du Grand Paris;29 AV SALVADOR ALLENDE;48.74995207154595, 2.463573149119684
940002611;750720351;ASSOCIATION JEAN COTXET;;;DISPOSITIF D'ACCUEIL URGENCE  VD;158;R;DE METZ;;;058;94058;94;VAL DE MARNE;94170 LE PERREUX SUR MARNE;0143243669;0143244559;177;Maison d'Enfants à Caractère Social;4501;Etablissements de l'Aide Sociale à l'Enfance;77566393300312;8790A;08;Président du Conseil Départemental;;;1972-01-01;2017-01-03;2017-04-21;;662927.7;6860928.9;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Perreux-sur-Marne;11;Île-de-France;200054781;Métropole du Grand Paris;158 R DE METZ;48.84733718000673, 2.4948334070628126
940013030;940013022;PHARMACIE DE LA MAIRIE;PHARMACIE DE LA MAIRIE;;;21;AV;DU GENERAL DE GAULLE;;;067;94067;94;VAL DE MARNE;94160 ST MANDE;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;85372223900011;;01;Etablissement Tarif Libre;;;2022-06-01;2014-11-06;2024-02-03;;657265.0;6860611.0;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Mandé;11;Île-de-France;200054781;Métropole du Grand Paris;21 AV DU GENERAL DE GAULLE;48.84412760538699, 2.417705044787747
940013543;940013535;PHARMACIE ZEMORI;PHARMACIE ZEMORI;;;4;PL;DES MARRONNIERS;;;068;94068;94;VAL DE MARNE;94100 ST MAUR DES FOSSES;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;34500870000014;;01;Etablissement Tarif Libre;;;1988-06-27;1943-11-05;2023-10-31;;663138.1;6856159.6;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Maur-des-Fossés;11;Île-de-France;200054781;Métropole du Grand Paris;4 PL DES MARRONNIERS;48.804457627971004, 2.498113415594719
940013642;940013634;PHARMACIE FILIPPI;PHARMACIE FILIPPI;;;7;PL;RIMINI;;;068;94068;94;VAL DE MARNE;94100 ST MAUR DES FOSSES;0148830419;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;50200892300018;;01;Etablissement Tarif Libre;;;1937-11-15;1943-02-12;2024-04-18;;662963.0;6855030.9;1,ATLASANTE,80,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Maur-des-Fossés;11;Île-de-France;200054781;Métropole du Grand Paris;7 PL RIMINI;48.7942966489766, 2.495827557924919
940007719;940004088;EHPAD LA MAISON DU JARDIN DES ROSES;ETABLISSEMENT D HEBERGEMENT POUR PERSONNES AGEES ADEF;;;54;R;D YERRES;;;075;94075;94;VAL DE MARNE;94440 VILLECRESNES;0156322100;0145995432;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;32364952500421;8710A;45;ARS/PCD, Tarif partiel, habilité aide sociale sans PUI;;;2008-09-11;2006-05-12;2022-03-30;;664897.6;6846818.0;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villecresnes;11;Île-de-France;200054781;Métropole du Grand Paris;54 R D YERRES;48.72053939100504, 2.522837553867654
940014095;940014087;GRANDE PHARMACIE DE SUCY;GRANDE PHARMACIE DE SUCY;;;140;AV;Charles de Gaulle;;;071;94071;94;VAL DE MARNE;94370 SUCY EN BRIE;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;88894649800019;;01;Etablissement Tarif Libre;;;2023-06-15;2022-12-13;2024-06-07;;665881.8;6851603.8;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Sucy-en-Brie;11;Île-de-France;200054781;Métropole du Grand Paris;140 AV Charles de Gaulle;48.76363543754602, 2.5358334948170844
940015191;940015183;PHARMACIE  CENTRALE;PHARMACIE  CENTRALE;;;69;R;DU GENERAL DE GAULLE;;;077;94077;94;VAL DE MARNE;94290 VILLENEUVE LE ROI;0145974122;0145974122;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;80484934700013;;01;Etablissement Tarif Libre;;;2023-07-01;1943-12-21;2024-07-12;;657364.1;6848477.9;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villeneuve-le-Roi;11;Île-de-France;200054781;Métropole du Grand Paris;69 R DU GENERAL DE GAULLE;48.735015121079094, 2.4202690539799483
940016264;940016256;PHARMACIE VINCENNES SAINT MANDÉ;PHARMACIE VINCENNES SAINT MANDÉ;;;168;AV;DE PARIS;B;;080;94080;94;VAL DE MARNE;94300 VINCENNES;0143280042;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;87982824200013;;01;Etablissement Tarif Libre;;;2020-01-05;1943-04-28;2024-01-30;;657480.8;6860855.3;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Vincennes;11;Île-de-France;200054781;Métropole du Grand Paris;168 AV DE PARIS;48.846338885150274, 2.4206209443945967
940021728;920026564;LBM BPO-BIOEPINE SITE VILLECRESNES;LBM BPO-BIOEPINE SITE VILLECRESNES;;;5;ALL;DU RELAIS;;;075;94075;94;VAL DE MARNE;94440 VILLECRESNES;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;;01;Etablissement Tarif Libre;;;2016-10-14;2016-10-14;2022-11-18;;665570.2;6847517.8;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villecresnes;11;Île-de-France;200054781;Métropole du Grand Paris;5 ALL DU RELAIS;48.72686967006927, 2.531923897899505
940016447;940016421;SELAS PHARMACIE DE L'AVENUE;SELAS PHARMACIE DE L'AVENUE;;;22;AV;DU COLONEL FABIEN;;;081;94081;94;VAL DE MARNE;94400 VITRY SUR SEINE;0981869337;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;81863746400012;;01;Etablissement Tarif Libre;;;2021-09-01;1973-06-12;2024-06-11;;654502.5;6853802.2;1,ATLASANTE,88,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Vitry-sur-Seine;11;Île-de-France;200054781;Métropole du Grand Paris;22 AV DU COLONEL FABIEN;48.782705036016004, 2.380793008760737
940023104;350046405;RESIDENCE SOCIALE RSJAM;;;;24;R;ADAMOV;;;017;94017;94;VAL DE MARNE;94500 CHAMPIGNY SUR MARNE;;;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;;;01;Etablissement Tarif Libre;;;2015-09-01;2015-09-01;2016-12-29;;663964.8;6858410.9;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Champigny-sur-Marne;11;Île-de-France;200054781;Métropole du Grand Paris;24 R ADAMOV;48.82475113496189, 2.5091783800326173
940019730;750050916;SESSAD FRANCOISE LELOUP;SESSAD FRANCOISE LELOUP;;;2;R;DE SAUSSURE;;;028;94028;94;VAL DE MARNE;94000 CRETEIL;0141949114;0141949136;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Services à Domicile ou Ambulatoires pour Handicapés;78457968203090;8891B;57;ARS /ARS PCD   Dotation forfait ou prix de journée globalisé;;;2001-09-01;2017-01-03;2023-12-14;;661343.6;6852245.2;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Créteil;11;Île-de-France;200054781;Métropole du Grand Paris;2 R DE SAUSSURE;48.769148129179435, 2.474036423743537
940022031;940022023;GCS SINDEFI DE CRETEIL;GROUPEMENT DE COOPERATION SANITAIRE;;9-11;9;R;GEORGES ENESCO;;;028;94028;94;VAL DE MARNE;94000 CRETEIL;;;696;Groupement de coopération sanitaire de moyens;1205;Autres Etablissements Relevant de la Loi Hospitalière;;;99;Indéterminé;0;Non concerné;2010-12-01;2010-12-01;2016-09-23;;659402.0;6855337.1;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Créteil;11;Île-de-France;200054781;Métropole du Grand Paris;9 R GEORGES ENESCO;48.79683613488332, 2.4473251816654447
940022932;940001829;CENTRE IMAGERIE MEDICAL DE CRETEIL;CENTRE IMAGERIE MEDICAL DE CRETEIL;;;40;AV;DE VERDUN;;;028;94028;94;VAL DE MARNE;94000 CRETEIL;;;698;Autre Etablissement Loi Hospitalière;1205;Autres Etablissements Relevant de la Loi Hospitalière;34311658800025;8622A;02;Autorité Ministérielle;0;Non concerné;2002-12-13;2001-12-11;2016-08-18;;660667.2;6855424.1;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Créteil;11;Île-de-France;200054781;Métropole du Grand Paris;40 AV DE VERDUN;48.797696968541274, 2.4645402254230984
940023369;750825846;CHU COALLIA ALTERNATIVE HOTEL;;;;41;R;DU PARC;;;016;94016;94;VAL DE MARNE;94230 CACHAN;0627533023;;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;77568030900611;;35;Préfet de département Subvention;;;2016-07-15;;2017-04-21;;651082.2;6855147.6;4,ATLASANTE,.,ADMIN-EXPRESS-2023,LAMBERT_93_METROPOLE;2024-09-03;Cachan;11;Île-de-France;200054781;Métropole du Grand Paris;41 R DU PARC;48.7945545132512, 2.3340914935551016
920032075;750826117;RSJAM FONTENAY;;;;120;AV;ROGER SALENGRO;;;022;92022;92;HAUTS DE SEINE;92370 CHAVILLE;;;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;77566643100801;;01;Etablissement Tarif Libre;;;2017-01-01;2017-01-01;2023-04-24;;641134.3;6857960.9;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Chaville;11;Île-de-France;200054781;Métropole du Grand Paris;120 AV ROGER SALENGRO;48.8190237286348, 2.198292363557434
920033677;920033669;SAD AIDE ASSISTANCE A DOMICILE;SAD AIDE ASSISTANCE A DOMICILE;;;4;R;DU GENERAL LECLERC;;;009;92009;92;HAUTS DE SEINE;92270 BOIS COLOMBES;0659407092;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;49955210700017;;01;Etablissement Tarif Libre;;;2007-05-02;2017-01-03;2019-10-16;;646451.6;6868640.3;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bois-Colombes;11;Île-de-France;200054781;Métropole du Grand Paris;4 R DU GENERAL LECLERC;48.915524339319695, 2.2693599866248544
920033693;920033685;SAD ALLIANCE VIE BOIS COLOMBES;SAD  ALLIANCE VIE BOIS COLOMBES;;;16;R;RASPAIL;;;009;92009;92;HAUTS DE SEINE;92270 BOIS COLOMBES;0612652416;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;78880758400024;;01;Etablissement Tarif Libre;;;2012-10-01;2017-01-03;2024-02-06;;646714.6;6868606.7;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bois-Colombes;11;Île-de-France;200054781;Métropole du Grand Paris;16 R RASPAIL;48.9152440265818, 2.2729525023608437
920042447;920042439;VILLA BEAUSOLEIL CHATEAU DE MEUDON;VILLA BEAUSOLEIL CHATEAU DE MEUDON;;;17;AV;EIFFEL;;;048;92048;92;HAUTS DE SEINE;92190 MEUDON;0609954881;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;81260376900025;;99;Indéterminé;;;2024-01-24;2017-11-13;2024-01-31;;642758.7;6857964.7;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Meudon;11;Île-de-France;200054781;Métropole du Grand Paris;17 AV EIFFEL;48.819204179559165, 2.220413530601943
920042587;940031313;ETAP'JEUNES COLOMBES - CITHÉA 92;HÉBERGEMENT SOCIAL POUR ENFANTS EN DIFFICULTÉS;;;121;R;PRÉSIDENT SALVADOR ALLENDE;;;025;92025;92;HAUTS DE SEINE;92700 COLOMBES;0180889200;;177;Maison d'Enfants à Caractère Social;4501;Etablissements de l'Aide Sociale à l'Enfance;92276943500020;8790A;08;Président du Conseil Départemental;;;2024-02-01;2022-10-24;2024-02-13;;643843.9;6869394.4;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Colombes;11;Île-de-France;200054781;Métropole du Grand Paris;121 R PRÉSIDENT SALVADOR ALLENDE;48.92208314976592, 2.2336816079936703
920042728;750720591;PENSION DE FAMILLE & RESIDENCE ACCUEIL;;;;272;R;PAUL VAILLANT COUTURIER;;;050;92050;92;HAUTS DE SEINE;92000 NANTERRE;;;258;Maisons Relais - Pensions de Famille;4607;Logements en Structure Collective;35330523800175;;99;Indéterminé;;;2024-03-01;2016-06-17;2024-03-13;;642260.4;6864542.5;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Nanterre;11;Île-de-France;200054781;Métropole du Grand Paris;272 R PAUL VAILLANT COUTURIER;48.87831275192977, 2.2127343359759775
920043486;920034675;SENIOR COMPAGNIE;;;;55;R;VOLANT;;;050;92050;92;HAUTS DE SEINE;92000 NANTERRE;0982274909;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;81250454600035;;01;Etablissement Tarif Libre;;;2023-06-01;2023-06-01;2024-08-28;;641091.5;6866163.8;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Nanterre;11;Île-de-France;200054781;Métropole du Grand Paris;55 R VOLANT;48.89278644129211, 2.196572835505333
920140043;920804465;HDJ CMP CATTP 92 G21;HDJ CMP CATTP 92 G 21;;;79;R;PROSPER LEGOUTE;;;002;92002;92;HAUTS DE SEINE;92160 ANTONY;0155590730;0155590738;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26920141400035;8610Z;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1977-09-01;1977-09-01;2024-03-19;;648241.9;6849631.2;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Antony;11;Île-de-France;200054781;Métropole du Grand Paris;79 R PROSPER LEGOUTE;48.74472084272187, 2.2960984315318345
920710639;920808037;EHPAD LES ABONDANCES;EHPAD LES ABONDANCES;;;49;R;SAINT DENIS;;;012;92012;92;HAUTS DE SEINE;92100 BOULOGNE BILLANCOURT;0141225656;0141225645;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;26920097800014;;41;ARS/PCD, Tarif global, habilité aide sociale sans PUI;;;1945-01-01;2017-01-03;2017-04-21;;643688.7;6861010.1;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Boulogne-Billancourt;11;Île-de-France;200054781;Métropole du Grand Paris;49 R SAINT DENIS;48.84667329003936, 2.2326756406795445
920711363;750051914;FJT - RESIDENCE SOC LES HYPOQUETS;;;;48;R;DU CAPITAINE GUYNEMER;;;026;92026;92;HAUTS DE SEINE;92400 COURBEVOIE;0143330065;0149054091;257;Foyer de Jeunes Travailleurs (résidence sociale ou non);4602;Autres Etablissements Sociaux d'Hébergement et d'Accueil;30684939900010;5590Z;01;Etablissement Tarif Libre;;;1974-04-04;1974-04-04;2024-04-16;;644606.1;6866503.7;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Courbevoie;11;Île-de-France;200054781;Métropole du Grand Paris;48 R DU CAPITAINE GUYNEMER;48.89615497961702, 2.2444595482830816
920712544;920803079;RESIDENCE AUTONOMIE AZUR;;;;6;R;MARIE ET PIERRE CURIE;;;024;92024;92;HAUTS DE SEINE;92110 CLICHY;0147315100;0145190976;202;Résidences autonomie;4401;Etablissements d'Hébergement pour Personnes Âgées;26920034100031;8730A;08;Président du Conseil Départemental;;;1978-01-01;2017-01-03;2018-09-28;;649692.1;6867082.7;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Clichy;11;Île-de-France;200054781;Métropole du Grand Paris;6 R MARIE ET PIERRE CURIE;48.90177918974948, 2.3137573184744684
920718558;920800281;ESAT LE CASTEL;ESAT LE CASTEL;;;117;R;DE LA COUTURE AUXERRE;;;036;92036;92;HAUTS DE SEINE;92230 GENNEVILLIERS;0147927152;0147982078;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Etab.et Services de Travail Protégé pour Adultes Handicapés;77572413100211;;57;ARS /ARS PCD   Dotation forfait ou prix de journée globalisé;;;1985-07-08;2017-01-03;2019-01-08;;647817.0;6870215.8;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Gennevilliers;11;Île-de-France;200054781;Métropole du Grand Paris;117 R DE LA COUTURE AUXERRE;48.92980387504676, 2.287795248199939
920800273;920028271;EANM FOYER DE VIE NOTRE DAME;EANM FOYER DE VIE POUR HANDICAPES SENSORIELS;;;85;AV;DU GENERAL LECLERC;;BP 16;014;92014;92;HAUTS DE SEINE;92340 BOURG LA REINE;0141137474;0141137704;449;Etab.Accueil Non Médicalisé pour personnes handicapées;4301;Etab. et Services d'Hébergement pour Adultes Handicapés;53845538700042;8720A;08;Président du Conseil Départemental;;;1994-01-01;2017-01-03;2024-03-15;;649787.7;6853705.5;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bourg-la-Reine;11;Île-de-France;200054781;Métropole du Grand Paris;85 AV DU GENERAL LECLERC;48.78148562001245, 2.3166404725327183
920801172;920001807;CDS DENTAIRE BOULOGNE;CENTRE DE SANTE DENTAIRE RNUR BOULOGNE;;;9;R;DE CLAMART;;;012;92012;92;HAUTS DE SEINE;92100 BOULOGNE BILLANCOURT;0146942950;0146942978;124;Centre de Santé;2206;Centres de Santé;77572265500013;8623Z;36;Tarifs conventionnels assurance maladie;;;1958-06-01;1958-06-01;2015-08-13;;644498.8;6859232.3;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Boulogne-Billancourt;11;Île-de-France;200054781;Métropole du Grand Paris;9 R DE CLAMART;48.83075592677531, 2.2439457111135046
920801321;920002003;FOYER D'ACCUEIL CITE ENFANCE;FOYER D'ACCUEIL CITE DE L'ENFANCE;;;18;BD;CHARLES DE GAULLE;;;078;92078;92;HAUTS DE SEINE;92390 VILLENEUVE LA GARENNE;0140850405;0147995330;175;Foyer de l'Enfance;4501;Etablissements de l'Aide Sociale à l'Enfance;22920050600157;;08;Président du Conseil Départemental;;;1987-04-04;2017-01-03;2017-04-21;;650931.1;6871059.6;1,ATLASANTE,88,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villeneuve-la-Garenne;11;Île-de-France;200054781;Métropole du Grand Paris;18 BD CHARLES DE GAULLE;48.93763657943817, 2.3301973626100794
920803384;750720492;RESIDENCE AUTONOMIE GREFFULHE;RESIDENCE AUTONOMIE GREFFULHE;;;115;R;CHAPTAL;;;044;92044;92;HAUTS DE SEINE;92300 LEVALLOIS PERRET;0147586000;0147590231;202;Résidences autonomie;4401;Etablissements d'Hébergement pour Personnes Âgées;77566653000024;8730A;01;Etablissement Tarif Libre;;;1970-01-01;2017-01-03;2019-11-26;;647138.1;6866117.9;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Levallois-Perret;11;Île-de-France;200054781;Métropole du Grand Paris;115 R CHAPTAL;48.892898552858945, 2.2790406281256996
920803871;920039906;RESIDENCE AUTONOMIE LE TITIEN;RESIDENCE LE TITIEN;;;9;R;FRANCIS DE PRESSENSE;;;019;92019;92;HAUTS DE SEINE;92290 CHATENAY MALABRY;0146321173;;202;Résidences autonomie;4401;Etablissements d'Hébergement pour Personnes Âgées;30502369900047;;08;Président du Conseil Départemental;;;1966-01-01;2017-01-03;2022-12-12;;645254.5;6851923.0;1,ATLASANTE,87,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Châtenay-Malabry;11;Île-de-France;200054781;Métropole du Grand Paris;9 R FRANCIS DE PRESSENSE;48.76508598977363, 2.2551786431108494
920803996;920002110;EHPAD VILLA BEAUSOLEIL;EHPAD VILLA BEAUSOLEIL;;64-66;64;R;GABRIEL PERI;;;049;92049;92;HAUTS DE SEINE;92120 MONTROUGE;0140927171;0142539729;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;39317711800014;;45;ARS/PCD, Tarif partiel, habilité aide sociale sans PUI;;;1993-11-01;2017-01-03;2020-04-20;;649769.0;6857902.0;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Montrouge;11;Île-de-France;200054781;Métropole du Grand Paris;64 R GABRIEL PERI;48.81922464257041, 2.3158912004526924
950009183;950009175;PHARMACIE D'HERBLAY;PHARMACIE D'HERBLAY;;;135;R;DE CONFLANS;;;306;95306;95;VAL D OISE;95220 HERBLAY SUR SEINE;0139788896;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;90217056200018;;01;Etablissement Tarif Libre;;;2021-10-01;1981-12-15;2024-06-05;;637941.9;6877974.3;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Herblay-sur-Seine;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;135 R DE CONFLANS;48.99869007137762, 2.151890015288681
950006155;950006130;SELARL PHARMACIE DES COTEAUX;SELARL PHARMACIE DES COTEAUX;;;8;R;DES LINANDES POURPES;;;127;95127;95;VAL D OISE;95000 CERGY;0134259834;0134330413;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;49180765700011;;01;Etablissement Tarif Libre;;;2021-10-01;2006-07-04;2024-04-24;;631905.4;6883200.5;1,ATLASANTE,93,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Cergy;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;8 R DES LINANDES POURPES;49.04506857911647, 2.0685577087398137
950006221;950006213;SELARL PHARMACIE DE L' HORLOGE;SELARL PHARMACIE DE L' HORLOGE;;;1;R;DES VOYAGEURS;;;127;95127;95;VAL D OISE;95800 CERGY;0130389626;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;38439666900010;;01;Etablissement Tarif Libre;;;2016-07-11;1986-10-29;2024-06-07;;629402.2;6883764.7;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Cergy;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;1 R DES VOYAGEURS;49.049870891400964, 2.0342262761013674
950006338;950110080;IFSI DU CHI PORTES DE L'OISE;INSTITUT DE FORMATION EN SOINS INFIRMIERS;;;;RTE;NOISY;;;052;95052;95;VAL D OISE;95260 BEAUMONT SUR OISE;0130283638;;300;Ecoles Formant aux Professions Sanitaires;6101;Etablissements de Formation des Personnels Sanitaires;26950015300193;8542Z;01;Etablissement Tarif Libre;;;1997-05-27;1997-05-27;2023-03-24;;649715.2;6894097.5;2,ATLASANTE,80,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Beaumont-sur-Oise;11;Île-de-France;249500489;Communauté de communes du Haut Val d'Oise;RTE NOISY;49.144683811409266, 2.310856366891244
950013359;950801902;CHU LES VILLAGEOISES BEAUMONT;;;;34;R;DE BOYENVAL;;;052;95052;95;VAL D OISE;95260 BEAUMONT SUR OISE;0130287810;0130341031;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;31191624100038;8790B;35;Préfet de département Subvention;;;1989-06-28;;2017-01-05;;648954.0;6893901.0;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Beaumont-sur-Oise;11;Île-de-France;249500489;Communauté de communes du Haut Val d'Oise;34 R DE BOYENVAL;49.14285701513153, 2.3004486646660585
